order_id,order_date,region,channel,sku,units,revenue_cny
SO-100457,2025-07-17,South,online,VE-1000,4,1460.00
SO-100458,2025-07-17,West,partner,VE-1000,1,328.50
SO-100459,2025-07-17,North,online,VE-1000,12,4380.00
SO-100460,2025-07-17,West,partner,VE-1000,7,2427.25
SO-100461,2025-07-17,North,online,VE-2000,8,3600.00
SO-100462,2025-07-17,East,partner,VE-1000,2,693.50
SO-100463,2025-07-17,East,online,VE-2000,5,2137.50
SO-100464,2025-07-17,East,partner,VE-2000,6,2700.00
SO-100465,2025-07-17,East,partner,VE-2000,5,2025.00
SO-100466,2025-07-18,South,online,VE-1000,1,365.00
SO-100467,2025-07-18,North,online,VE-3000,17,33830.00
SO-100468,2025-07-18,South,direct,VE-3000,6,11940.00
SO-100469,2025-07-18,East,partner,VE-2000,1,405.00
SO-100470,2025-07-18,East,online,VE-1000,3,985.50
SO-100471,2025-07-18,East,partner,VE-1000,2,693.50
SO-100472,2025-07-18,North,direct,VE-1000,10,3650.00
SO-100473,2025-07-18,North,direct,VE-3000,7,13930.00
SO-100474,2025-07-18,South,online,VE-1000,10,3467.50
SO-100475,2025-07-18,North,direct,VE-1000,13,4270.50
SO-100476,2025-07-18,South,direct,VE-2000,7,2835.00
SO-100477,2025-07-18,South,direct,VE-2000,1,427.50
SO-100478,2025-07-18,West,online,VE-2000,18,7290.00
SO-100479,2025-07-18,East,partner,VE-1000,4,1460.00
SO-100480,2025-07-18,North,direct,VE-1000,13,4507.75
SO-100481,2025-07-18,East,partner,VE-2000,6,2700.00
SO-100482,2025-07-18,North,online,VE-3000,8,15920.00
SO-100483,2025-07-18,West,direct,VE-1000,16,5548.00
SO-100484,2025-07-18,North,direct,VE-1000,6,2080.50
SO-100485,2025-07-18,East,partner,VE-1000,5,1642.50
SO-100486,2025-07-18,North,direct,VE-1000,10,3650.00
SO-100487,2025-07-18,South,direct,VE-2000,11,"4,702.50"
SO-100488,2025-07-18,East,direct,VE-1000,11,4015.00
SO-100489,2025-07-18,East,online,VE-1000,7,2555.00
SO-100490,2025-07-18,East,online,VE-1000,1,365.00
SO-100491,07/18/2025,North,partner,VE-1000,15,5475.00
SO-100492,2025-07-18,South,online,VE-1000,11,3613.50
SO-100493,2025-07-18,North,partner,VE-3000,19,37810.00
SO-100494,2025-07-18,North,partner,VE-2000,11,4455.00
SO-100495,2025-07-18,East,online,VE-1000,8,2774.00
SO-100496,2025-07-18,South,online,VE-1000,16,5840.00
SO-100497,2025-07-18,South,online,VE-1000,2,730.00
SO-100498,2025-07-18,West,partner,VE-2000,2,900.00
SO-100499,2025-07-18,South,online,VE-1000,20,7300.00
SO-100500,2025-07-19,West,direct,VE-1000,12,4380.00
SO-100501,2025-07-19,North,direct,VE-1000,17,5894.75
SO-100502,2025-07-19,North,partner,VE-3000,18,34029.00
SO-100503,2025-07-19,West,online,VE-1000,14,5110.00
SO-100504,2025-07-19,South,online,VE-2000,3,1282.50
SO-100505,2025-07-19,East,online,VE-2000,8,3600.00
SO-100506,2025-07-19,North,direct,VE-1000,1,346.75
SO-100507,2025-07-19,East,partner,VE-2000,14,6300.00
SO-100508,2025-07-19,North,direct,VE-1000,14,5110.00
SO-100509,2025-07-19,South,online,VE-1000,8,2920.00
SO-100510,2025-07-19,North,direct,VE-1000,12,3942.00
SO-100511,2025-07-19,West,online,VE-3000,8,14328.00
SO-100512,2025-07-19,North,direct,VE-1000,5,1642.50
SO-100513,2025-07-19,North,partner,VE-3000,1,1990.00
SO-100514,2025-07-19,West,direct,VE-1000,24,8322.00
SO-100515,2025-07-19,North,online,VE-1000,6,1971.00
SO-100516,2025-07-19,West,direct,VE-1000,3,1095.00
SO-100517,2025-07-19,West,online,VE-1000,1,328.50
SO-100518,2025-07-19,South,direct,VE-2000,1,427.50
SO-100519,2025-07-19,West,direct,VE-1000,13,4745.00
SO-100520,2025-07-19,South,direct,VE-1000,20,6570.00
SO-100521,2025-07-19,West,direct,VE-2000,11,4950.00
SO-100522,2025-07-19,East,direct,VE-1000,8,2628.00
SO-100523,2025-07-19,West,direct,VE-2000,3,1350.00
SO-100524,2025-07-19,West,partner,VE-3000,14,27860.00
SO-100525,2025-07-19,West,partner,VE-2000,8,3240.00
SO-100526,2025-07-20,South,direct,VE-2000,5,2250.00
SO-100527,2025-07-20,East,direct,VE-1000,22,8030.00
SO-100528,2025-07-20,West,online,VE-2000,14,6300.00
SO-100529,2025-07-20,North,partner,VE-1000,10,3650.00
SO-100530,2025-07-20,North,online,VE-1000,10,3650.00
SO-100531,2025-07-20,West,partner,VE-3000,18,35820.00
SO-100532,2025-07-20,East,online,VE-3000,18,35820.00
SO-100533,2025-07-20,North,online,VE-2000,10,4500.00
SO-100534,2025-07-20,East,online,VE-1000,7,2555.00
SO-100535,2025-07-20,North,partner,VE-1000,2,730.00
SO-100536,2025-07-20,North,direct,VE-1000,6,2080.50
SO-100537,2025-07-20,South,online,VE-1000,19,6935.00
SO-100538,2025-07-20,North,direct,VE-3000,3,5373.00
SO-100539,2025-07-20,North,direct,VE-2000,1,405.00
SO-100540,2025-07-20,North,partner,VE-2000,8,3420.00
SO-100541,2025-07-20,East,partner,VE-1000,14,4854.50
SO-100542,2025-07-20,East,partner,VE-1000,5,"1,642.50"
SO-100543,2025-07-20,East,online,VE-1000,8,2920.00
SO-100544,2025-07-20,North,online,VE-3000,1,1890.50
SO-100545,2025-07-20,South,direct,VE-3000,15,26865.00
SO-100546,2025-07-20,East,direct,VE-2000,7,2835.00
SO-100547,2025-07-20,North,direct,VE-1000,4,"1,314.00"
SO-100548,2025-07-20,West,online,VE-2000,7,"3,150.00"
SO-100549,2025-07-20,West,online,VE-1000,17,5894.75
SO-100550,2025-07-20,North,partner,VE-1000,4,1314.00
SO-100551,2025-07-20,North,partner,VE-2000,20,8100.00
SO-100552,2025-07-20,East,online,VE-2000,23,9315.00
SO-100553,2025-07-20,North,partner,VE-1000,1,365.00
SO-100554,2025-07-20,East,partner,VE-2000,19,8122.50
SO-100555,2025-07-20,North,online,VE-3000,12,23880.00
SO-100556,2025-07-20,North,online,VE-1000,9,3285.00
SO-100557,2025-07-21,North,direct,VE-1000,11,"3,814.25"
SO-100558,2025-07-21,East,partner,VE-2000,10,4050.00
SO-100559,2025-07-21,South,direct,VE-2000,9,4050.00
SO-100560,2025-07-21,North,direct,VE-1000,6,2190.00
SO-100561,2025-07-21,North,partner,VE-1000,3,1095.00
SO-100562,2025-07-21,South,online,VE-2000,18,8100.00
SO-100563,2025-07-21,East,online,VE-2000,13,5850.00
SO-100564,2025-07-21,North,online,VE-3000,10,19900.00
SO-100565,2025-07-21,North,direct,VE-1000,7,2299.50
SO-100566,2025-07-21,South,partner,VE-3000,15,29850.00
SO-100567,2025-07-21,East,partner,VE-3000,3,5671.50
SO-100568,07/21/2025,West,online,VE-1000,16,5256.00
SO-100569,2025-07-21,East,direct,VE-2000,11,4455.00
SO-100570,2025-07-21,West,direct,VE-1000,13,4507.75
SO-100571,2025-07-21,South,partner,VE-1000,6,2080.50
SO-100572,2025-07-21,North,online,VE-1000,10,3650.00
SO-100573,2025-07-21,West,partner,VE-2000,15,6750.00
SO-100574,2025-07-21,East,direct,VE-3000,6,11940.00
SO-100575,2025-07-21,West,direct,VE-2000,9,4050.00
SO-100576,2025-07-21,South,online,VE-1000,7,2299.50
SO-100577,2025-07-21,West,online,VE-1000,16,5840.00
SO-100578,2025-07-21,South,partner,VE-2000,7,3150.00
SO-100579,2025-07-21,West,online,VE-2000,9,4050.00
SO-100580,2025-07-21,North,direct,VE-1000,7,2299.50
SO-100581,2025-07-21,North,partner,VE-1000,12,3942.00
SO-100582,2025-07-22,North,online,VE-1000,8,2920.00
SO-100583,2025-07-22,South,partner,VE-1000,1,365.00
SO-100584,2025-07-22,North,partner,VE-2000,11,4455.00
SO-100585,2025-07-22,West,partner,VE-1000,15,5475.00
SO-100586,2025-07-22,North,partner,VE-2000,3,1282.50
SO-100587,2025-07-22,North,online,VE-1000,17,6205.00
SO-100588,2025-07-22,East,online,VE-2000,1,450.00
SO-100589,2025-07-22,West,partner,VE-2000,6,2700.00
SO-100590,2025-07-22,North,partner,VE-2000,9,4050.00
SO-100591,2025-07-22,South,direct,VE-1000,18,6570.00
SO-100592,2025-07-22,South,partner,VE-2000,6,2700.00
SO-100593,2025-07-22,North,online,VE-2000,8,3600.00
SO-100594,2025-07-22,South,direct,VE-1000,16,5548.00
SO-100595,2025-07-22,East,online,VE-2000,1,450.00
SO-100596,2025-07-22,North,online,VE-3000,15,29850.00
SO-100597,2025-07-22,North,online,VE-1000,12,4380.00
SO-100598,2025-07-22,South,partner,VE-2000,7,2835.00
SO-100599,2025-07-22,North,partner,VE-1000,2,730.00
SO-100600,2025-07-22,North,direct,VE-1000,17,5584.50
SO-100601,2025-07-22,North,online,VE-2000,10,4500.00
SO-100602,2025-07-22,North,online,VE-1000,7,2555.00
SO-100603,2025-07-22,South,direct,VE-2000,8,3600.00
SO-100604,2025-07-22,South,direct,VE-1000,2,730.00
SO-100605,2025-07-22,South,online,VE-3000,15,29850.00
SO-100606,2025-07-22,South,online,VE-1000,18,"6,241.50"
SO-100607,2025-07-22,East,partner,VE-2000,2,900.00
SO-100608,2025-07-22,South,online,VE-1000,9,3285.00
SO-100609,2025-07-22,North,direct,VE-1000,16,5256.00
SO-100610,2025-07-22,South,partner,VE-1000,21,7281.75
SO-100611,2025-07-23,East,online,VE-2000,10,4500.00
SO-100612,2025-07-23,South,partner,VE-1000,18,6570.00
SO-100613,2025-07-23,East,online,VE-1000,13,4270.50
SO-100614,2025-07-23,North,partner,VE-1000,7,2555.00
SO-100615,2025-07-23,East,direct,VE-1000,15,5475.00
SO-100616,2025-07-23,North,partner,VE-3000,15,"29,850.00"
SO-100617,2025-07-23,South,partner,VE-3000,6,11940.00
SO-100618,2025-07-23,West,partner,VE-1000,7,2299.50
SO-100619,2025-07-23,North,online,VE-1000,14,4599.00
SO-100620,2025-07-23,East,partner,VE-3000,9,17910.00
SO-100621,2025-07-23,North,direct,VE-1000,8,2920.00
SO-100622,2025-07-23,South,online,VE-2000,1,450.00
SO-100623,2025-07-23,East,direct,VE-1000,14,5110.00
SO-100624,2025-07-23,North,online,VE-1000,8,2920.00
SO-100625,2025-07-23,West,online,VE-1000,1,365.00
SO-100626,2025-07-23,North,online,VE-2000,14,5670.00
SO-100627,2025-07-23,West,online,VE-1000,12,4380.00
SO-100628,2025-07-23,North,online,VE-1000,2,730.00
SO-100629,2025-07-23,South,direct,VE-1000,9,"3,120.75"
SO-100630,2025-07-23,North,direct,VE-2000,5,2250.00
SO-100631,2025-07-23,South,partner,VE-1000,20,7300.00
SO-100632,2025-07-23,East,online,VE-2000,20,8100.00
SO-100633,2025-07-23,South,direct,VE-2000,1,450.00
SO-100634,2025-07-23,North,direct,VE-1000,16,5840.00
SO-100635,2025-07-23,West,online,VE-1000,1,365.00
SO-100636,2025-07-23,North,partner,VE-2000,5,2250.00
SO-100637,2025-07-24,North,online,VE-1000,11,4015.00
SO-100638,2025-07-24,South,partner,VE-3000,12,23880.00
SO-100639,2025-07-24,North,partner,VE-1000,20,7300.00
SO-100640,2025-07-24,South,partner,VE-1000,7,2299.50
SO-100641,2025-07-24,North,partner,VE-2000,16,7200.00
SO-100642,2025-07-24,East,partner,VE-3000,13,24576.50
SO-100643,2025-07-24,North,online,VE-1000,11,3814.25
SO-100644,2025-07-24,East,partner,VE-1000,11,4015.00
SO-100645,2025-07-24,North,direct,VE-1000,7,2427.25
SO-100646,2025-07-24,North,online,VE-1000,7,2299.50
SO-100647,2025-07-24,East,partner,VE-3000,11,21890.00
SO-100648,2025-07-24,East,direct,VE-1000,5,1825.00
SO-100649,2025-07-24,West,direct,VE-1000,9,3120.75
SO-100650,2025-07-24,East,online,VE-1000,10,3467.50
SO-100651,2025-07-24,South,online,VE-3000,1,1791.00
SO-100652,2025-07-24,North,partner,VE-1000,10,3285.00
SO-100653,2025-07-24,East,direct,VE-2000,17,6885.00
SO-100654,2025-07-24,North,partner,VE-1000,5,1825.00
SO-100655,2025-07-24,West,direct,VE-2000,7,3150.00
SO-100656,2025-07-24,West,direct,VE-2000,17,6885.00
SO-100657,2025-07-24,West,online,VE-3000,1,1990.00
SO-100658,2025-07-24,West,direct,VE-1000,10,3467.50
SO-100659,2025-07-24,South,direct,VE-1000,17,5894.75
SO-100660,2025-07-24,North,direct,VE-3000,4,7960.00
SO-100661,2025-07-24,South,direct,VE-3000,9,17910.00
SO-100662,2025-07-24,South,direct,VE-3000,8,15920.00
SO-100663,2025-07-24,East,online,VE-2000,8,3600.00
SO-100664,2025-07-25,North,online,VE-2000,4,1710.00
SO-100665,2025-07-25,South,direct,VE-2000,3,1215.00
SO-100666,2025-07-25,South,direct,VE-3000,5,8955.00
SO-100667,2025-07-25,West,partner,VE-1000,6,2190.00
SO-100668,2025-07-25,South,partner,VE-2000,17,6885.00
SO-100669,2025-07-25,West,partner,VE-2000,10,4500.00
SO-100670,2025-07-25,South,partner,VE-1000,17,5584.50
SO-100671,2025-07-25,East,direct,VE-1000,19,6935.00
SO-100672,2025-07-25,South,online,VE-1000,10,3650.00
SO-100673,2025-07-25,East,direct,VE-1000,13,4745.00
SO-100674,2025-07-25,South,partner,VE-1000,5,1642.50
SO-100675,2025-07-25,East,direct,VE-1000,8,2628.00
SO-100676,2025-07-25,North,direct,VE-2000,13,5265.00
SO-100677,2025-07-25,South,online,VE-2000,16,7200.00
SO-100678,2025-07-25,South,online,VE-2000,5,2250.00
SO-100679,2025-07-25,North,partner,VE-2000,1,427.50
SO-100680,2025-07-25,North,partner,VE-1000,12,4380.00
SO-100681,2025-07-25,South,direct,VE-1000,11,3613.50
SO-100682,2025-07-25,North,partner,VE-2000,6,2700.00
SO-100683,2025-07-25,South,partner,VE-1000,1,365.00
SO-100684,2025-07-25,East,online,VE-1000,16,5840.00
SO-100685,2025-07-25,South,online,VE-1000,2,730.00
SO-100686,2025-07-25,South,partner,VE-1000,9,3285.00
SO-100687,2025-07-25,South,online,VE-2000,12,4860.00
SO-100688,2025-07-25,East,direct,VE-1000,11,4015.00
SO-100689,2025-07-25,North,online,VE-1000,5,1825.00
SO-100690,2025-07-25,South,direct,VE-1000,7,2427.25
SO-100691,2025-07-25,South,direct,VE-3000,9,16119.00
SO-100692,07/26/2025,South,partner,VE-1000,16,5840.00
SO-100693,2025-07-26,North,direct,VE-1000,2,730.00
SO-100694,2025-07-26,West,online,VE-2000,2,855.00
SO-100695,2025-07-26,South,partner,VE-1000,8,2774.00
SO-100696,07/26/2025,South,partner,VE-3000,13,25870.00
SO-100697,2025-07-26,North,partner,VE-2000,14,5985.00
SO-100698,2025-07-26,North,partner,VE-2000,3,1282.50
SO-100699,2025-07-26,North,partner,VE-2000,8,3420.00
SO-100700,2025-07-26,East,partner,VE-2000,10,4500.00
SO-100701,2025-07-26,East,direct,VE-2000,3,1350.00
SO-100702,2025-07-26,West,direct,VE-1000,1,365.00
SO-100703,2025-07-26,South,partner,VE-2000,14,5670.00
SO-100704,2025-07-26,North,partner,VE-2000,12,5400.00
SO-100705,2025-07-26,North,online,VE-1000,14,4854.50
SO-100706,2025-07-26,North,partner,VE-3000,15,26865.00
SO-100707,2025-07-26,West,partner,VE-1000,10,3650.00
SO-100708,2025-07-26,South,direct,VE-2000,9,4050.00
SO-100709,2025-07-26,West,direct,VE-1000,19,6935.00
SO-100710,2025-07-26,West,partner,VE-2000,4,1710.00
SO-100711,07/26/2025,North,online,VE-3000,2,3781.00
SO-100712,2025-07-26,West,online,VE-2000,7,3150.00
SO-100713,2025-07-26,South,partner,VE-2000,15,6750.00
SO-100714,2025-07-26,South,online,VE-2000,12,5400.00
SO-100715,2025-07-26,South,partner,VE-1000,11,3814.25
SO-100716,2025-07-26,North,partner,VE-2000,6,2700.00
SO-100717,2025-07-26,East,partner,VE-2000,10,4050.00
SO-100718,2025-07-26,East,online,VE-2000,6,2700.00
SO-100719,2025-07-26,West,direct,VE-1000,22,7628.50
SO-100720,2025-07-26,North,partner,VE-2000,20,8100.00
SO-100721,2025-07-26,East,online,VE-1000,4,1460.00
SO-100722,2025-07-26,East,online,VE-2000,4,1620.00
SO-100723,2025-07-26,South,online,VE-3000,1,1890.50
SO-100724,2025-07-26,North,partner,VE-3000,9,17014.50
SO-100725,2025-07-26,North,online,VE-1000,1,365.00
SO-100726,2025-07-26,South,online,VE-1000,1,365.00
SO-100727,2025-07-26,North,direct,VE-3000,6,10746.00
SO-100728,2025-07-27,South,direct,VE-3000,13,25870.00
SO-100729,2025-07-27,North,partner,VE-1000,4,1460.00
SO-100730,2025-07-27,South,direct,VE-2000,14,6300.00
SO-100731,2025-07-27,East,direct,VE-2000,16,6480.00
SO-100732,2025-07-27,West,partner,VE-1000,10,3650.00
SO-100733,2025-07-27,North,online,VE-1000,3,1095.00
SO-100734,2025-07-27,North,partner,VE-3000,7,13233.50
SO-100735,2025-07-27,East,partner,VE-3000,5,9452.50
SO-100736,2025-07-27,South,direct,VE-3000,6,10746.00
SO-100737,2025-07-27,West,direct,VE-2000,1,450.00
SO-100738,2025-07-27,South,online,VE-1000,11,4015.00
SO-100739,2025-07-27,East,online,VE-1000,10,3467.50
SO-100740,2025-07-27,West,partner,VE-2000,11,4950.00
SO-100741,2025-07-27,West,direct,VE-2000,6,2565.00
SO-100742,07/27/2025,North,direct,VE-1000,10,3650.00
SO-100743,2025-07-27,East,direct,VE-2000,6,2700.00
SO-100744,2025-07-27,North,online,VE-1000,1,365.00
SO-100745,2025-07-27,South,online,VE-1000,11,3613.50
SO-100746,2025-07-27,South,online,VE-1000,4,1460.00
SO-100747,2025-07-27,North,direct,VE-2000,1,450.00
SO-100748,2025-07-27,North,online,VE-2000,8,3600.00
SO-100749,2025-07-27,East,online,VE-1000,9,3120.75
SO-100750,2025-07-27,West,direct,VE-2000,6,2430.00
SO-100751,2025-07-28,East,partner,VE-1000,20,6935.00
SO-100752,2025-07-28,East,partner,VE-1000,14,4599.00
SO-100753,2025-07-28,East,partner,VE-2000,14,6300.00
SO-100754,2025-07-28,East,direct,VE-3000,9,17910.00
SO-100755,2025-07-28,North,partner,VE-1000,5,"1,825.00"
SO-100756,2025-07-28,East,online,VE-3000,3,5373.00
SO-100757,2025-07-28,East,partner,VE-1000,16,5840.00
SO-100758,2025-07-28,East,partner,VE-1000,13,4745.00
SO-100759,2025-07-28,North,online,VE-1000,4,1460.00
SO-100760,2025-07-28,West,partner,VE-2000,1,405.00
SO-100761,2025-07-28,South,direct,VE-2000,8,3600.00
SO-100762,2025-07-28,North,partner,VE-2000,15,6075.00
SO-100763,2025-07-28,North,direct,VE-1000,15,"5,475.00"
SO-100764,2025-07-28,North,partner,VE-3000,5,8955.00
SO-100765,2025-07-28,East,partner,VE-3000,6,11940.00
SO-100766,2025-07-28,East,direct,VE-1000,9,3285.00
SO-100767,2025-07-28,South,online,VE-1000,22,8030.00
SO-100768,2025-07-28,North,online,VE-1000,11,3613.50
SO-100769,2025-07-28,South,direct,VE-1000,8,2628.00
SO-100770,2025-07-28,North,partner,VE-2000,10,4050.00
SO-100771,2025-07-28,East,online,VE-1000,14,5110.00
SO-100772,2025-07-28,North,partner,VE-1000,13,4745.00
SO-100773,2025-07-28,East,partner,VE-2000,5,2250.00
SO-100774,2025-07-28,West,online,VE-1000,6,2190.00
SO-100775,2025-07-28,East,direct,VE-1000,6,2080.50
SO-100776,2025-07-28,West,online,VE-3000,17,30447.00
SO-100777,2025-07-29,South,online,VE-2000,10,4050.00
SO-100778,2025-07-29,North,online,VE-2000,14,6300.00
SO-100779,2025-07-29,North,online,VE-1000,13,4745.00
SO-100780,2025-07-29,West,partner,VE-1000,10,3650.00
SO-100781,2025-07-29,South,partner,VE-1000,11,4015.00
SO-100782,2025-07-29,South,partner,VE-3000,1,1990.00
SO-100783,2025-07-29,North,online,VE-1000,7,2427.25
SO-100784,2025-07-29,South,online,VE-1000,6,2190.00
SO-100785,2025-07-29,South,online,VE-2000,1,427.50
SO-100786,2025-07-29,North,direct,VE-3000,9,16119.00
SO-100787,2025-07-29,North,partner,VE-1000,7,2427.25
SO-100788,2025-07-29,East,online,VE-1000,14,4854.50
SO-100789,2025-07-29,North,direct,VE-3000,1,1990.00
SO-100790,2025-07-29,South,partner,VE-1000,1,328.50
SO-100791,2025-07-29,South,online,VE-1000,9,3120.75
SO-100792,2025-07-29,South,direct,VE-3000,7,13930.00
SO-100793,2025-07-29,East,partner,VE-2000,8,3420.00
SO-100794,2025-07-29,East,partner,VE-1000,8,2920.00
SO-100795,2025-07-29,South,online,VE-1000,5,1642.50
SO-100796,2025-07-29,South,online,VE-2000,6,2700.00
SO-100797,2025-07-29,North,online,VE-3000,7,12537.00
SO-100798,2025-07-29,West,direct,VE-2000,6,2430.00
SO-100799,2025-07-29,South,online,VE-2000,12,5400.00
SO-100800,2025-07-29,South,online,VE-2000,7,3150.00
SO-100801,2025-07-29,West,online,VE-3000,13,25870.00
SO-100802,2025-07-29,South,online,VE-1000,8,2628.00
SO-100803,2025-07-29,South,partner,VE-1000,9,2956.50
SO-100804,2025-07-30,East,direct,VE-2000,6,2565.00
SO-100805,2025-07-30,West,partner,VE-3000,8,15124.00
SO-100806,2025-07-30,North,partner,VE-1000,9,2956.50
SO-100807,2025-07-30,West,partner,VE-1000,1,365.00
SO-100808,2025-07-30,North,partner,VE-1000,8,2920.00
SO-100809,2025-07-30,North,direct,VE-2000,11,4950.00
SO-100810,2025-07-30,East,partner,VE-1000,3,985.50
SO-100811,2025-07-30,East,partner,VE-1000,7,2555.00
SO-100812,2025-07-30,EAST,online,VE-3000,4,7960.00
SO-100813,2025-07-30,South,online,VE-3000,3,5373.00
SO-100814,2025-07-30,North,direct,VE-1000,10,3650.00
SO-100815,2025-07-30,North,direct,VE-2000,16,7200.00
SO-100816,2025-07-30,North,direct,VE-1000,3,1095.00
SO-100817,2025-07-30,North,partner,VE-1000,7,2555.00
SO-100818,2025-07-30,South,online,VE-1000,1,365.00
SO-100819,2025-07-30,South,direct,VE-2000,12,5400.00
SO-100820,2025-07-30,South,partner,VE-1000,1,346.75
SO-100821,2025-07-30,West,direct,VE-1000,2,693.50
SO-100822,2025-07-30,South,direct,VE-1000,13,4745.00
SO-100823,2025-07-30,North,direct,VE-2000,1,427.50
SO-100824,2025-07-30,South,direct,VE-1000,15,5201.25
SO-100825,2025-07-30,West,partner,VE-1000,9,3120.75
SO-100826,2025-07-30,North,direct,VE-1000,11,3613.50
SO-100827,2025-07-30,East,partner,VE-3000,15,29850.00
SO-100828,2025-07-30,North,partner,VE-2000,6,2565.00
SO-100829,2025-07-30,North,direct,VE-1000,11,"4,015.00"
SO-100830,2025-07-30,East,direct,VE-1000,19,6935.00
SO-100831,2025-07-30,North,online,VE-1000,15,5475.00
SO-100832,2025-07-30,North,direct,VE-2000,11,4950.00
SO-100833,2025-07-30,South,direct,VE-2000,2,810.00
SO-100834,2025-07-31,North,direct,VE-3000,4,7960.00
SO-100835,2025-07-31,East,direct,VE-2000,1,450.00
SO-100836,2025-07-31,South,partner,VE-3000,19,37810.00
SO-100837,2025-07-31,West,direct,VE-1000,5,1733.75
SO-100838,2025-07-31,South,direct,VE-2000,10,4500.00
SO-100839,2025-07-31,South,partner,VE-1000,6,2080.50
SO-100840,2025-07-31,South,partner,VE-2000,7,2992.50
SO-100841,2025-07-31,South,direct,VE-3000,9,17910.00
SO-100842,2025-07-31,South,direct,VE-1000,1,328.50
SO-100843,2025-07-31,West,partner,VE-2000,13,5850.00
SO-100844,2025-07-31,South,direct,VE-1000,11,3814.25
SO-100845,2025-07-31,East,online,VE-2000,14,5985.00
SO-100846,2025-07-31,North,online,VE-2000,13,5850.00
SO-100847,2025-07-31,North,direct,VE-2000,11,"4,702.50"
SO-100848,2025-07-31,South,online,VE-2000,12,5400.00
SO-100849,2025-07-31,South,direct,VE-1000,5,1733.75
SO-100850,2025-07-31,North,online,VE-1000,11,4015.00
SO-100851,2025-07-31,South,partner,VE-1000,12,4380.00
SO-100852,2025-07-31,North,online,VE-2000,3,1350.00
SO-100853,2025-07-31,West,partner,VE-1000,10,3285.00
SO-100854,2025-07-31,South,online,VE-2000,9,3847.50
SO-100855,2025-07-31,South,partner,VE-1000,7,2427.25
SO-100856,2025-07-31,South,online,VE-2000,17,7650.00
SO-100857,2025-07-31,East,online,VE-2000,1,450.00
SO-100858,2025-07-31,West,partner,VE-2000,14,6300.00
SO-100859,2025-07-31,North,partner,VE-3000,14,27860.00
SO-100860,2025-07-31,North,online,VE-1000,1,328.50
SO-100861,2025-07-31,North,direct,VE-1000,14,5110.00
SO-100862,2025-08-01,South,partner,VE-3000,18,32238.00
SO-100863,2025-08-01,East,direct,VE-2000,11,4455.00
SO-100864,2025-08-01,North,online,VE-3000,1,1791.00
SO-100865,2025-08-01,South,direct,VE-1000,7,"2,555.00"
SO-100866,2025-08-01,West,online,VE-1000,5,1825.00
SO-100867,2025-08-01,South,direct,VE-2000,13,5850.00
SO-100868,2025-08-01,North,online,VE-2000,3,1282.50
SO-100869,2025-08-01,South,online,VE-1000,12,3942.00
SO-100870,2025-08-01,North,partner,VE-3000,3,5970.00
SO-100871,2025-08-01,West,direct,VE-2000,9,4050.00
SO-100872,2025-08-01,West,online,VE-3000,10,19900.00
SO-100873,2025-08-01,North,online,VE-1000,24,8760.00
SO-100874,2025-08-01,North,direct,VE-2000,8,
SO-100875,2025-08-01,East,partner,VE-1000,10,3285.00
SO-100876,2025-08-01,South,direct,VE-3000,12,23880.00
SO-100877,2025-08-01,South,online,VE-3000,3,5970.00
SO-100878,2025-08-01,North,online,VE-1000,7,2299.50
SO-100879,2025-08-01,South,online,VE-3000,13,25870.00
SO-100880,2025-08-01,West,online,VE-3000,22,43780.00
SO-100881,2025-08-01,South,partner,VE-1000,4,1460.00
SO-100882,2025-08-01,North,online,VE-2000,21,9450.00
SO-100883,2025-08-01,East,direct,VE-2000,4,1800.00
SO-100884,2025-08-01,South,partner,VE-1000,1,365.00
SO-100885,2025-08-01,South,partner,VE-3000,10,19900.00
SO-100886,2025-08-01,East,partner,VE-1000,3,1095.00
SO-100887,2025-08-01,South,partner,VE-1000,1,365.00
SO-100888,2025-08-01,North,direct,VE-1000,10,3650.00
SO-100889,2025-08-02,East,online,VE-2000,16,6480.00
SO-100890,2025-08-02,North,online,VE-3000,4,7562.00
SO-100891,2025-08-02,North,partner,VE-1000,10,3650.00
SO-100892,2025-08-02,East,online,VE-1000,1,346.75
SO-100893,2025-08-02,South,online,VE-1000,10,3650.00
SO-100894,2025-08-02,North,direct,VE-1000,10,3650.00
SO-100895,2025-08-02,South,direct,VE-2000,4,1800.00
SO-100896,2025-08-02,North,partner,VE-1000,2,730.00
SO-100897,2025-08-02,North,partner,VE-2000,10,4500.00
SO-100898,2025-08-02,East,online,VE-2000,4,1620.00
SO-100899,2025-08-02,South,direct,VE-1000,15,5475.00
SO-100900,2025-08-02,South,direct,VE-1000,3,1040.25
SO-100901,2025-08-02,South,partner,VE-2000,5,2250.00
SO-100902,2025-08-02,North,direct,VE-1000,9,3285.00
SO-100903,2025-08-02,North,partner,VE-1000,8,2774.00
SO-100904,2025-08-02,East,online,VE-2000,6,2700.00
SO-100905,2025-08-02,South,direct,VE-2000,1,450.00
SO-100906,2025-08-02,West,direct,VE-3000,8,15920.00
SO-100907,2025-08-02,East,online,VE-1000,6,2190.00
SO-100908,2025-08-03,East,direct,VE-1000,2,730.00
SO-100909,2025-08-03,West,partner,VE-1000,18,6570.00
SO-100910,2025-08-03,South,online,VE-2000,9,4050.00
SO-100911,2025-08-03,North,online,VE-2000,6,2700.00
SO-100912,2025-08-03,North,online,VE-2000,11,4702.50
